House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Tiger Point,Anna,Hall,20,Sibling,Divorced,Female,University Student,None,Methodist
21,Mill Drive,Eileen,Smith,20,None,Single,Female,University Student,None,None
40,Mill Drive,Andrew,Atkinson,20,Head,Single,Male,University Student,None,None
50,Mill Drive,Nigel,Walker,20,None,Single,Male,University Student,None,Catholic
3,Wright Common,Tina,Bennett,20,Head,Single,Female,University Student,None,None
18,Webb Parkway,Gerald,Hall,20,Sibling,Divorced,Male,"Engineer, biomedical",None,None
21,Webb Parkway,Rachel,Gardner,20,Daughter,Single,Female,University Student,None,None
41,Orchard Crescent,Paige,Bray,20,Daughter,Single,Female,University Student,None,None
42,Orchard Crescent,Nicola,Harris,20,None,Single,Female,University Student,None,None
51,Orchard Crescent,Joel,Benson,20,None,Single,Male,University Student,None,None
14,Taylor Wall,Anna,Woodward-Parker,20,Daughter,Single,Female,University Student,None,None
1,Coin Street,Charles,Wheeler,20,None,Single,Male,University Student,None,Christian
4,Green Squares,Connor,Hancock,20,None,Single,Male,University Student,None,None
23,Green Squares,Tracey,Wheeler,20,None,Single,Female,University Student,None,None
87,Green Squares,Kenneth,George,20,Head,Single,Male,University Student,None,Methodist
145,Green Squares,Philip,Jones,20,Son,Single,Male,University Student,None,Christian
152,Green Squares,Charlotte,Ryan,20,Daughter,Single,Female,University Student,None,None
155,Green Squares,Jeremy,Dixon,20,Son,Divorced,Male,University Student,None,Christian
172,Green Squares,Alex,Herbert,20,Partner,Single,Male,University Student,None,NA
33,Taurus Lodge,Geraldine,Owen,20,Daughter,Single,Female,University Student,None,Catholic
12,Taylor Islands,Danny,Schofield,20,Head,Widowed,Male,Secondary school teacher,None,Catholic
4,Egbert Key,Cameron,Riley,20,Son,Single,Male,University Student,None,Christian
5,Egbert Key,Joseph,Williams,20,Lodger,Single,Male,University Student,None,None
11,Egbert Key,Bethany,Sharpe,20,Sibling,Single,Female,University Student,None,None
25,CherryChestnut Street,Douglas,Blake,20,Son,Single,Male,Medical sales representative,None,Christian
39,CherryChestnut Street,Kayleigh,Perry,20,Daughter,Divorced,Female,University Student,None,Christian
46,CherryChestnut Street,Ronald,Hunt,20,Head,Single,Male,University Student,None,None
49,CherryChestnut Street,Leslie,Barrett,20,Son,Divorced,Male,University Student,None,None
40,Rhubarb Tunnel,Stewart,Price,20,Grandson,Single,Male,University Student,None,Methodist
46,Rhubarb Tunnel,Dale,Clark,20,Son,Single,Male,University Student,None,None
11,Perth Lane,Irene,Taylor,20,Head,Married,Female,University Student,None,Christian
42,Brightonshot Lane,Benjamin,Roberts,20,Head,Divorced,Male,University Student,None,None
16,Marsh Lights,Alexander,Thornton,20,Son,Single,Male,University Student,None,Catholic
21,Marsh Lights,Julia,Birch,20,Wife,Married,Female,University Student,None,NA
34,Marsh Lights,Karen,Simpson,20,Sibling,Single,Female,University Student,None,None
1,Dale Glens,Colin,Young,20,Head,Married,Male,University Student,None,Christian
16,Smith Mountain,Carl,Wood,20,None,Single,Male,University Student,None,Christian
24,Smith Mountain,Jade,Holmes,20,Head,Single,Female,University Student,None,Catholic
7,Arthur Street,Simon,Bray,20,Husband,Married,Male,University Student,None,NA
42,Arthur Street,Gerard,Akhtar,20,Son,Divorced,Male,University Student,None,None
28,Kelly Dale,Julia,Morgan,20,Lodger,Single,Female,Fashion designer,None,Muslim
1,Horse Village,Joanne,Brown,20,Head,Single,Female,University Student,None,None
14,Cook Plaza,Danielle,Nixon,20,Head,Single,Female,University Student,None,None
37,Cook Plaza,Allan,James,20,Son,Single,Male,University Student,None,Catholic
41,Cook Plaza,Declan,Johnson,20,Son,Single,Male,University Student,None,None
64,Cook Plaza,Jamie,Jones,20,None,Single,Male,University Student,None,None
80,Cook Plaza,Terence,Evans,20,Head,Single,Male,University Student,None,None
98,Cook Plaza,Victoria,Stephens,20,Daughter,Single,Female,University Student,None,None
111,Cook Plaza,Sara,Cooper,20,Daughter,Single,Female,University Student,None,None
118,Cook Plaza,Lynne,Leonard-Russell,20,Daughter,Single,Female,University Student,None,Methodist
126,Cook Plaza,Jeremy,Farrell,20,Head,Single,Male,University Student,None,Catholic
151,Cook Plaza,Mathew,Mahmood,20,Head,Single,Male,University Student,None,None
160,Cook Plaza,Aimee,Harris,20,None,Single,Female,University Student,None,Christian
168,Cook Plaza,Russell,Lynch,20,Grandson,Single,Male,University Student,None,Christian
175,Cook Plaza,Jasmine,White,20,Head,Divorced,Female,University Student,None,Methodist
5,Metcalfe Forks,Sharon,Bailey,20,Neice,Single,Female,University Student,None,None
10,Metcalfe Forks,Chloe,Turner,20,Daughter,Single,Female,University Student,None,Christian
1,Appletree Heights,Lorraine,Dixon,20,Daughter,Single,Female,University Student,None,None
8,Appletree Heights,Carole,Ashton,20,Daughter,Divorced,Female,University Student,None,None
50,Bank Street,Connor,Hicks,20,Son,Single,Male,University Student,None,Catholic
12,Ford Oval,Harry,Hartley,20,None,Single,Male,University Student,None,Catholic
5,Bath Drive,Shannon,Jones,20,Daughter,Single,Female,University Student,None,Methodist
10,Bath Drive,Carol,Bennett,20,None,Single,Female,University Student,None,None
38,Bath Drive,Thomas,Fox,20,None,Single,Male,University Student,None,None
19,Duffy Hollow,Clare,Fox,20,None,Single,Female,University Student,None,None
9,Bailey Glen,Rebecca,Mills,20,None,Single,Female,University Student,None,Christian
12,Bailey Glen,Jacqueline,Hilton,20,Daughter,Divorced,Female,University Student,None,None
22,Bailey Glen,Marilyn,Ryan,20,Daughter,Single,Female,University Student,None,Methodist
4,Severn Plain,Beverley,Jones,20,None,Single,Female,University Student,None,None
33,McLean Street,Gerard,Fitzgerald,20,Head,Divorced,Male,University Student,None,None
10,Taurus Drive,Annette,Hale,20,Granddaughter,Divorced,Female,University Student,None,Christian
5,Corporation Road,Cameron,Freeman,20,Son,Single,Male,University Student,None,None
9,King Walks,Allan,Pugh,20,Head,Single,Male,University Student,None,Christian
9,King Walks,Irene,Mitchell,20,None,Single,Female,University Student,None,Catholic
29,King Walks,Alan,Franklin,20,None,Single,Male,University Student,None,Catholic
28,Willis Avenue,June,Thomas,20,Daughter,Single,Female,Counselling psychologist,None,None
58,Willis Avenue,Lindsey,Taylor,20,Head,Single,Female,University Student,None,None
74,Willis Avenue,Holly,Rahman,20,None,Single,Female,University Student,None,None
96,Willis Avenue,Kirsty,Kaur,20,Daughter,Single,Female,University Student,None,Christian
156,Willis Avenue,Stephanie,White,20,Head,Married,Female,University Student,None,None
156,Willis Avenue,Mohammad,White,20,Husband,Married,Male,University Student,None,None
1,Woods Courts,Natasha,Mills,20,Daughter,Single,Female,University Student,None,None
9,Woods Courts,Liam,Ward,20,Son,Single,Male,University Student,None,Catholic
9,Roberts Drives,Elliot,Williams,20,Son,Divorced,Male,University Student,None,None
15,Taurus Garden,Claire,Ryan,20,None,Single,Female,University Student,None,None
9,Eastdeal Lane,Georgia,Lee,20,Head,Single,Female,University Student,None,Christian
13,Eastdeal Lane,Margaret,Davies,20,None,Single,Female,University Student,None,None
5,Allen Forks,Anthony,Rogers,20,None,Single,Male,University Student,None,Catholic
5,Allen Forks,Jamie,Shah,20,None,Single,Male,University Student,None,Muslim
9,Hunters Parkway,Dale,Scott,20,Husband,Married,Male,University Student,None,NA
31,Hunters Parkway,Hayley,Wheeler,20,Head,Married,Female,University Student,None,None
9,Bank Burg,Alexandra,Clarke,20,Wife,Married,Female,"Engineer, electronics",None,None
38,Bank Burg,Naomi,Thomas,20,Visitor,Divorced,Female,University Student,None,Catholic
41,Bank Burg,Karen,Shepherd,20,None,Single,Female,University Student,None,Christian
9,Reynolds Highway,Maureen,Johnston,20,Head,Single,Female,University Student,None,Methodist
9,Reynolds Highway,Francis,Shaw,20,None,Single,Male,University Student,None,Catholic
1,Fox Windmill,Graham,Saunders,20,Son,Single,Male,University Student,None,None
1,Fox Windmill,Bruce,Saunders,20,Son,Single,Male,University Student,None,None
1,Taylor Barracks,William,Turner-Rose,20,Son,Single,Male,University Student,None,None
10,Rhubarb Drive,Joanna,Williams,21,Lodger,Single,Female,Firefighter,None,None
16,Rhubarb Drive,Neil,Hancock,21,Son,Single,Male,University Student,None,Methodist
26,Rhubarb Drive,Cheryl,Gibbons,21,Lodger,Single,Female,University Student,None,None
5,Moran Mission,Douglas,Page,21,Husband,Married,Male,University Student,None,Catholic
21,Wallis Rapids,Philip,Godfrey,21,Son,Single,Male,University Student,None,Christian
21,Wallis Rapids,Deborah,Godfrey,21,Daughter,Single,Female,University Student,None,None
29,Wallis Rapids,Joan,Davies,21,Daughter,Single,Female,University Student,None,Christian
29,Wallis Rapids,Abdul,Davies,21,Son,Single,Male,University Student,None,Christian
47,Wallis Rapids,Bruce,Middleton,21,Son,Widowed,Male,University Student,None,Christian
55,Wallis Rapids,Michelle,Roberts,21,Daughter,Single,Female,University Student,None,Sikh
68,Wallis Rapids,Arthur,West,21,Son,Single,Male,University Student,None,None
5,West Lane,Andrew,Ward,21,Lodger,Single,Male,University Student,None,Catholic
29,Testamentrigg Road,Dean,Law,21,Head,Single,Male,University Student,None,None
11,Pisces Road,Jill,Porter,21,Head,Single,Female,University Student,None,Catholic
48,Pisces Road,Tom,Hill,21,Head,Single,Male,University Student,None,Methodist
15,Winterbarrier Street,Alison,Taylor,21,None,Single,Female,University Student,None,Christian
5,Willis Springs,Gemma,Cross,21,None,Single,Female,University Student,None,Catholic
6,Willis Springs,Jordan,Evans,21,Son,Single,Male,Immunologist,None,None
26,Inner Street,Alexandra,Barker,21,None,Single,Female,University Student,None,None
3,Protectoratearch Road,Sian,Pollard,21,Head,Married,Female,University Student,None,Methodist
33,Protectoratearch Road,Geoffrey,Moss,21,Head,Single,Male,University Student,None,Catholic
2,Squirrel Plains,Elizabeth,Chadwick,21,Daughter,Single,Female,University Student,None,Christian
4,Richardson Street,Wendy,Cooper,21,None,Single,Female,University Student,None,Methodist
11,Richardson Street,Carole,Matthews,21,None,Single,Female,University Student,None,Christian
23,Richardson Street,Duncan,Parker,21,Head,Single,Male,University Student,None,Methodist
25,Richardson Street,Anne,Young,21,None,Divorced,Female,University Student,None,Methodist
34,Richardson Street,Harry,Davies,21,Son,Single,Male,University Student,None,None
34,Richardson Street,Ian,Davies,21,Son,Single,Male,University Student,None,None
90,Richardson Street,Leah,Wheeler,21,Head,Married,Female,University Student,None,None
106,Richardson Street,Raymond,Nolan,21,Lodger,Single,Male,University Student,None,None
146,Richardson Street,Hollie,Reid,21,Head,Single,Female,University Student,None,Methodist
47,Cancer Lane,Luke,Reynolds,21,Husband,Married,Male,University Student,None,Catholic
20,Armagh Crescent,Mitchell,Nolan,21,Grandson,Divorced,Male,University Student,None,Christian
49,Armagh Crescent,Lisa,O'Sullivan,21,Cousin,Single,Female,University Student,None,Methodist
2,Mitchell Loaf,Vincent,Freeman,21,None,Single,Male,University Student,None,Jewish
2,Mitchell Loaf,Louise,Green,21,None,Single,Female,University Student,None,None
13,Mitchell Loaf,Tom,Williams,21,None,Single,Male,University Student,None,None
27,Tiger Point,Chloe,Brookes,21,Head,Married,Female,University Student,None,None
29,Tiger Point,Victoria,Shaw,21,None,Single,Female,University Student,None,None
29,Tiger Point,Martin,Russell,21,None,Single,Male,University Student,None,Christian
22,Mill Drive,Leah,Smith,21,Daughter,Single,Female,University Student,None,None
46,Mill Drive,Heather,Jones,21,None,Single,Female,University Student,None,None
50,Mill Drive,Clive,Cook,21,Head,Single,Male,University Student,None,None
21,Webb Parkway, ,Gardner,21,Daughter,Single,Female,University Student,None,None
9,Chelmsfordshot Street,Paula,Hughes,21,Daughter,Single,Female,University Student,None,Methodist
14,Chelmsfordshot Street,Ashleigh,Sinclair,21,None,Divorced,Female,Psychotherapist,None,None
27,Chelmsfordshot Street,Joe,Hussain,21,Son,Single,Male,University Student,None,None
12,Orchard Crescent,Christian,Williams,21,Head,Single,Male,University Student,None,None
42,Orchard Crescent,Jane,Scott,21,Head,Single,Female,University Student,None,None
44,Orchard Crescent,Kyle,Lowe,21,Head,Married,Male,University Student,None,None
4,Taylor Wall,Jordan,Shepherd,21,Head,Single,Male,University Student,None,None
32,Anvil Crescent,Joshua,Chadwick,21,Head,Single,Male,University Student,None,None
1,Coin Street,Mandy,Doyle,21,Head,Single,Female,University Student,None,None
20,Coin Street,Amy,Jones,21,Daughter,Single,Female,University Student,None,None
4,Green Squares,Gerard,Wall,21,None,Single,Male,University Student,None,None
27,Green Squares,Terence,Wilkinson,21,Adopted Son,Single,Male,University Student,None,Methodist
91,Green Squares,Phillip,Lewis,21,None,Single,Male,University Student,None,None
124,Green Squares,Anna,Williams,21,Daughter,Single,Female,University Student,None,Christian
138,Green Squares,Katy,Gordon,21,Daughter,Single,Female,University Student,None,Christian
161,Green Squares,Adrian,Anderson,21,Head,Divorced,Male,University Student,None,None
162,Green Squares,Dominic,Smith,21,Husband,Married,Male,University Student,None,NA
202,Green Squares,Natasha,Houghton,21,Daughter,Single,Female,University Student,None,Christian
12,Martin Path,Amber,Clark,21,Daughter,Single,Female,University Student,None,None
20,Taurus Lodge,Julia,McDonald,21,Granddaughter,Single,Female,Graphic designer,None,Methodist
6,Taylor Islands,Richard,Murphy,21,Head,Single,Male,University Student,None,None
18,London Avenue,Colin,Phillips,21,Son,Single,Male,University Student,None,Christian
24,London Avenue,Jade,Page,21,Head,Married,Female,University Student,None,None
25,London Avenue,Craig,Lees,21,Lodger,Single,Male,University Student,None,Christian
12,Egbert Key,Marie,Lewis,21,None,Single,Female,University Student,None,Catholic
12,Egbert Key,Rita,Gray,21,None,Single,Female,University Student,None,Christian
15,Egbert Key,Judith,Wilkinson,21,Daughter,Single,Female,University Student,None,Christian
46,CherryChestnut Street,Lee,Sanders,21,None,Single,Male,University Student,None,None
26,Rhubarb Tunnel,Clare,Lee,21,Head,Single,Female,University Student,None,None
40,Rhubarb Tunnel,Dylan,Bailey,21,Grandson,Single,Male,University Student,None,Methodist
37,Perth Lane,Jonathan,Harrison,21,Head,Divorced,Male,University Student,None,None
1,Marsh Lights,Thomas,Smith,21,Son,Single,Male,University Student,None,None
26,Marsh Lights,Charlotte,Robinson,21,Lodger,Divorced,Female,University Student,None,None
2,Dale Glens,Ricky,Smith,21,Head,Single,Male,University Student,Physical Disability,Christian
10,Dale Glens,Leanne,Edwards,21,None,Single,Female,University Student,None,None
12,Smith Mountain,Lesley,Young,21,Head,Divorced,Female,University Student,None,Christian
5,Arthur Street,Conor,Hurst,21,Head,Single,Male,University Student,None,None
11,Arthur Street,Jenna,Powell,21,None,Single,Female,University Student,None,Christian
11,Arthur Street,Melissa,Barrett,21,None,Single,Female,University Student,None,None
15,Arthur Street,Charlie,Johnson,21,Head,Single,Male,"Administrator, charities/voluntary organisations",None,None
42,Arthur Street,Teresa,Akhtar,21,Daughter,Single,Female,University Student,None,None
31,Kelly Dale,Harry,Coates,21,Son,Single,Male,University Student,None,None
23,Cook Plaza,Suzanne,Walters,21,Daughter,Single,Female,University Student,None,None
25,Cook Plaza,Dean,O'Brien,21,Husband,Married,Male,University Student,None,None
29,Cook Plaza,Phillip,Curtis,21,Lodger,Single,Male,Petroleum engineer,None,None
51,Cook Plaza,Sheila,Fuller,21,Wife,Married,Female,University Student,None,Quaker
66,Cook Plaza,Jay,Foster,21,Head,Married,Male,University Student,None,Sikh
74,Cook Plaza,Molly,Young,21,Daughter,Single,Female,University Student,None,None
93,Cook Plaza,Ryan,Gray,21,Head,Divorced,Male,University Student,None,Methodist
102,Cook Plaza,Stanley,Thomas,21,Son,Single,Male,University Student,None,None
105,Cook Plaza,Richard,Patel,21,None,Single,Male,University Student,None,None
124,Cook Plaza,Antony,Phillips,21,Son,Single,Male,University Student,None,None
126,Cook Plaza,Arthur,Alexander,21,None,Single,Male,University Student,None,Sikh
134,Cook Plaza,Duncan,Johnson,21,Head,Single,Male,University Student,None,Christian
152,Cook Plaza,Amy,Ahmed,21,Granddaughter,Single,Female,University Student,None,None
177,Cook Plaza,Irene,Andrews,21,Lodger,Single,Female,University Student,None,Catholic
10,Metcalfe Forks,Bryan,Turner,21,Son,Divorced,Male,Pensions consultant,None,Christian
4,Sagittariusdike Avenue,Sophie,Jarvis,21,Head,Single,Female,University Student,None,Methodist
15,Brick Crescent,Valerie,Tomlinson,21,Daughter,Divorced,Female,University Student,None,None
17,Horseshoe Drive,Georgia,Jones,21,Head,Married,Female,University Student,None,Sikh
6,Bank Street,Lynne,Peters,21,Lodger,Single,Female,University Student,None,None
